ID,ID_SENTENCE,ORI_SENTENCE,PAPER,JOURNAL,MOVE,STEP,CLASSIFIED_BY,LABEL
23399,11,"Despite of the apparent popularity of code search engines,1 it is not clear whether they are effective in providing the information software developers need.",10.1007-s10664-010-9144-6,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
23808,25,A full description and analysis of the case study are beyond the scope of this paper.,10.1007-s10664-010-9153-5,empirical software engineering,Occupying the niche,Describing the limitations of the current study,LETRA_V,M3-S11
23853,27,"In an attempt to build scientific theories upon Endres’s research, other investigators have reported that interface defects account for 5% (Endres 1975), 11% (Basili and Perricone 1984), 6–15% (Basili and Shull 2005), and 4–24% (Weiss 1979) of all software defects.",10.1007-s10664-011-9155-y,empirical software engineering,Establishing the territory,Referring to previous work to establish what is already known,LETRA-SVM,M1-S04
24088,10,"In this paper, we argue that feature-level coupling metrics are needed and show that they are useful.",10.1007-s10664-011-9159-7,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
24544,31,"To the best of our knowledge, it is the first time that such a largescale data set is used to investigate this subject.",10.1007-s10664-011-9170-z,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA-SVM,M2-S06
24715,0,Providing accurate and reliable software cost estimates is one of the key aspects of better software project management (Menzies et al. 2006; Auer et al. 2006; Jeffery et al. 2001).,10.1007-s10664-011-9176-6,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
24855,17,Can we develop methods to assess the prediction quality over time?,10.1007-s10664-011-9180-x,empirical software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA-SVM,M3-S08
24950,7,"To date, the empirical evidence is contradictory.",10.1007-s10664-011-9183-7,empirical software engineering,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA,M2-S05
25865,47,This study aims to examine the differences between general reading comprehension with those that are specific to reading source code.,10.1007-s10664-012-9201-4,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA_V,M3-S07
25972,30,Thus our hypothesis is that Smalltalk represents an upper bound estimate of the use of dynamic features in practice.,10.1007-s10664-012-9203-2,empirical software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA_V,M3-S08
26207,6,"Project dashboards distill detailed information about a software system into a simpler and more abstract view that summarizes key aspects of the development effort (Few 2006); labelled topic extraction would allow managers to track effort related to specific NFR topics, such as usability or portability.",10.1007-s10664-012-9209-9,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
26279,28,"This paper provides an overview of the competition, and shows how competitions can be useful drivers for the empirical comparison of software-engineering techniques.",10.1007-s10664-012-9210-3,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
26380,3,"In the last decades, the software role in space embedded systems has increased.",10.1007-s10664-012-9215-y,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA-SVM,M1-S01
26403,26,"In this context, this work aims to analyze the contributions of two verification techniques applied to the embedded space software development.",10.1007-s10664-012-9215-y,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA_V,M3-S07
26589,9,"But afterwards, it was understood that beside the effect of static code metrics on defect prediction, other measures like process metrics are also effective and should be investigated.",10.1007-s10664-012-9218-8,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
27469,20,"In this work, we examined the comprehensibility of domain models specified utilizing the standard modeling language",10.1007-s10664-012-9234-8,empirical software engineering,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
27771,13,"Rather, this paper aims to answer whether there is empirical evidence that supports the assumed benefits of modeling in software development.",10.1007-s10664-013-9243-2,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA_V,M3-S07
27965,182,A more refined classification and treatment of files per activity types is beyond the scope of this article.,10.1007-s10664-013-9244-1,empirical software engineering,Occupying the niche,Describing the limitations of the current study,LETRA_V,M3-S11
28036,253,"Little 2006), in this paper we only attempt to fit these types of distributions.",10.1007-s10664-013-9244-1,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
30369,3,Manual testing has long been the main approach for testing and quality assurance in software industry and in recent years there has been a renewed interest in approaches such as exploratory testing that focus on the creativity and experience of the tester (Itkonen and Rautiainen 2005a).,10.1007-s10664-013-9293-5,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
31249,14,"Numerous studies compare different CFL techniques, but relatively little research has been done to investigate factors that influence CFL results, such as fault quantity in a program or fault type.",10.1007-s10664-014-9304-1,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
31545,9,"In this paper we attempt to validate these topic-generated overviews by asking industrial developers, industrial program managers, and Free/Libre Open Source Software (FLOSS) developers if their perception of their own behaviour matches the behaviour highlighted by the topic.",10.1007-s10664-014-9312-1,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
32223,25,"Hence, it is not clear what role technology selection plays in build maintenance, i.e., the amount of activity required to keep the build system in sync with the source code.",10.1007-s10664-014-9324-x,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
32393,20,"Feature values are then extracted from each data point (i.e., bug report) in this training set.",10.1007-s10664-014-9331-y,empirical software engineering,Occupying the niche,Describing the research design and the methods used,LETRA-SVM,M3-S09
32776,21,"Unfortunately, to this date, there is little empirical evidence on how alternative decompositions compare to 1http://fosd.net/fuji/,",10.1007-s10664-014-9336-6,empirical software engineering,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA,M2-S05
33415,27,"Because of the magnitude of technical debt and its impact on software projects, proper management of technical debt has become an important contributing factor to the success of software projects.",10.1007-s10664-014-9351-7,empirical software engineering,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA,M1-S03
33575,24,A question therefore arises: “,10.1007-s10664-014-9354-4,empirical software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA-SVM,M3-S08
33606,7,"Hence, code changes propagate throughout developer repositories until they reach the primary project repository (we will refer to this repository as blessed) containing the “official” code base.",10.1007-s10664-014-9356-2,empirical software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
34272,24,"However, these studies focused on only a single language and did not identify whether the relationship would be very different in other languages or application domains.",10.1007-s10664-015-9368-6,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
34302,0,The use of consistent identifiers (such as class/variable/method names) is one of the key aspects for understanding source code.,10.1007-s10664-015-9369-5,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
34480,7,"While the difficulty in finding developers who are willing to allow their activities to be monitored by researchers is likely the greatest challenge to conducting field studies, analyzing the resulting data can also pose challenges.",10.1007-s10664-015-9373-9,empirical software engineering,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA,M1-S03
35416,42,As a case study we use empirical data from our previous research that investigated the association between personalities and work preferences of software engineers using ANOVA models (Feldt et al. 2010; Kosti et al. 2014).,10.1007-s10664-015-9395-3,empirical software engineering,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
35845,10,"While prior research aims to reduce the needed efforts for identifying duplicate issue reports, there exist no studies that examine the actual effort that is spent on manually identifying the duplicate issues in practice.",10.1007-s10664-015-9404-6,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
36992,11,"These previous studies have made various assumptions about how additional change locations can be recommended, but very few studies have focused on the reason that incomplete patches occur, as well as the prediction of supplementary patch locations for an initial change set.",10.1007-s10664-016-9432-x,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
37044,16,"Our aim in this study, therefore, is to determine a stable ranking of different effort adaptation techniques commonly adopted in analogy-based software effort estimation, through a comprehensive experimental procedure that has been used to draw conclusion stability in the software effort estimation literature.",10.1007-s10664-016-9434-8,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
37093,13,"However, to the best of our knowledge, there exist no studies that explore such emergency updates.",10.1007-s10664-016-9435-7,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
37157,29,"In particular, our study aims to answer four key questions:",10.1007-s10664-016-9436-6,empirical software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA-SVM,M3-S08
37248,59,The main contribution of this paper is to provide an overview of the techniques with extended examples of their use and an introduction to the underlying theory.,10.1007-s10664-016-9437-5,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
37467,0,The number of mobile apps is increasing at a daily rate.,10.1007-s10664-016-9443-7,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA-SVM,M1-S02
38074,27,We thus answer these research questions:,10.1007-s10664-016-9448-2,empirical software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA-SVM,M3-S08
38193,7,"Furthermore, prior work has shown that review participation has become a key aspect of MCR practices.",10.1007-s10664-016-9452-6,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
38248,31,"In this paper, we argue that there is a need to define context and focus in studies relating quality assurance to software productivity.",10.1007-s10664-016-9453-5,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
38313,51,"We find that the characteristics of the containing block of a newly-added logging statement, the existing logging statements in the containing file, and the content of the newly-added logging statement play important roles in determining the appropriate log level for that particular logging statement.",10.1007-s10664-016-9456-2,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
38834,22,None of the previous studies focuses on local models for strict cross-project defect prediction.,10.1007-s10664-016-9468-y,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
38903,32,"To the best of our knowledge, this the largest study devoted the delayed issue effect yet conducted.",10.1007-s10664-016-9469-x,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA-SVM,M2-S06
39432,1,"However, debugging is an expensive task as it requires much time and manual labor to find root causes of bugs and correctly fix them.",10.1007-s10664-016-9484-y,empirical software engineering,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA-SVM,M2-S05
39664,9,We will refer to this area of the file as the license statement of the file.,10.1007-s10664-016-9487-8,empirical software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
40091,4,The reason is because market advantage is determined by a product,10.1007-s10664-016-9497-6,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA-SVM,M1-S02
40762,22,"Therefore, in this study, we set out an exploratory study to investigate if using different transformations that retain distinct characteristics of software metrics is beneficial to cross-project defect prediction.",10.1007-s10664-017-9516-2,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
40808,11,"As software systems are developed within a particular technological framework, in a particular technological culture, developers play an important role in determining how issues such as trust and security are handled by the system (Mathew and Cheshire 2017).",10.1007-s10664-017-9517-1,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
40978,25,Then we use the selected features to train a sub-classifier on each source project.,10.1007-s10664-017-9522-4,empirical software engineering,Occupying the niche,Describing the research design and the methods used,LETRA-SVM,M3-S09
41393,67,These models also suffer from couple of unrealistic assumptions that make them inapplicable in several situations.,10.1007-s10664-017-9530-4,empirical software engineering,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA-SVM,M2-S05
41646,39,"To the best of our knowledge, this is to date the largest study investigating the relationship between the presence of",10.1007-s10664-017-9535-z,empirical software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA-SVM,M2-S06
41785,0,Mobile apps continue to rapidly gain popularity over the last few years.,10.1007-s10664-017-9538-9,empirical software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA-SVM,M1-S02
41991,55,"Section 3 presents our methodology, and",10.1007-s10664-017-9541-1,empirical software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA-SVM,M3-S12
42729,21,"In this paper, we examine the relationship between different factors and the needed time for a question to get an accepted answer.",10.1007-s10664-017-9558-5,empirical software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
42870,3,"Despite traceability’s importance, the task of creating and maintaining accurate trace links can be costly and challenging to achieve.",10.1007-s10664-017-9561-x,empirical software engineering,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA-SVM,M1-S03
46789,41,"In fact, the ability of test data generators to satisfy coverage requirements coincidentally seems to play an important role in determining their effectiveness.",10.1109-32.988709,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
46793,45,"This paper begins with an overview of automatic test data generation methods (Section 2), followed by an introduction to genetic algorithms in the context of testdata generation (Section 3).",10.1109-32.988709,ieee transactions on software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
47252,66,"Finally, Section 5 concludes the paper and briefly presents future work.",10.1109-tse.2002.1019480,ieee transactions on software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA-SVM,M3-S12
48001,20,"Finally, Section 7 provides some concluding remarks.",10.1109-tse.2002.1041049,ieee transactions on software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA-SVM,M3-S12
50052,102,"It follows that handling variations at the system level, such as dealing with different class hierarchies and handling interprocedural variations, are beyond the scope of the approach.",10.1109-tse.2003.1191799,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA_V,M3-S11
50972,8,The purpose of this paper is to propose and evaluate such a scheme and design a repository based on the scheme.,10.1109-tse.2003.1214328,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
51353,37,"Note that opportunistic code reading is also useful in a forward engineering context, e.g., in such a context our approach helps in code browsing, but this goes beyond the scope of this paper and is part of our current research.",10.1109-tse.2003.1232284,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA_V,M3-S11
51647,25,"In this paper, we will refer to this approach as the naive or direct solution.",10.1109-tse.2003.1237171,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
51923,12,"The focus is on unit testing; the application of the approach at the interprocedural level is an important extension, but is out of the scope of this paper.",10.1109-tse.2003.1245299,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA-SVM,M3-S11
53494,12,"From this development, it is clear that XML already plays a central role in representation of information on the Web and that transformation of XML data is becoming a key aspect of Web service programming.",10.1109-tse.2004.1271173,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
53894,11,We will refer to the number of conditions required to trigger a failure as the failure-triggering fault interaction (FTFI) number.,10.1109-tse.2004.24,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
54404,37,"Thus, applicability of this work is indeed beyond the scope of UA scheduling.",10.1109-tse.2004.45,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA_V,M3-S11
54620,51,The paper begins by summarizing traditional common coupling in Section 2.,10.1109-tse.2004.58,ieee transactions on software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
55158,19,This is beyond the scope of this paper and we only consider partial order scenarios.,10.1109-tse.2005.104,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA_V,M3-S11
56053,55,"We use the term “agent” here in its broad, Latin meaning, i.e., “an acting entity.",10.1109-tse.2005.137,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA-SVM,M3-S13
56847,40,"Section 7 presents related work and, finally, Section 8 concludes.",10.1109-tse.2005.39,ieee transactions on software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA-SVM,M3-S12
57207,20,Many software studies do indeed suffer from small sample size.,10.1109-tse.2005.58,ieee transactions on software engineering,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA,M2-S05
58591,44,"In this paper, we propose a hypothesis testing-based approach, which indirectly quantifies the model difference.",10.1109-tse.2006.105,ieee transactions on software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA,M3-S08
59007,40,"The paper begins, in Section 2, with a scenario where the use of an example recommendation tool would benefit the developer.",10.1109-tse.2006.117,ieee transactions on software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
59576,8,"Perhaps even more disturbing, spreadsheet developers often express unwarranted confidence in the quality of these programs [20], [43].",10.1109-tse.2006.37,ieee transactions on software engineering,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA-SVM,M2-S05
60617,18,The remainder of the paper is organized as follows: Section 2 briefly reviews background material.,10.1109-tse.2006.81,ieee transactions on software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA-SVM,M3-S12
60956,9,The goal of this paper is to take a significant step toward defining such foundations.,10.1109-tse.2006.93,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
61803,45,albeit a full statistical model of software production is a task never accomplished before and is obviously beyond the scope of this paper.,10.1109-tse.2007.1019,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA_V,M3-S11
61964,30,"The main contribution of this review is therefore an overview of which reviewed articles use which theories and the way they use them, together with characteristics of the theories found.",10.1109-tse.2007.12,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
63376,19,We will refer to compute clusters as multi-CPU systems here.,10.1109-tse.2007.70724,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
64698,59,"The remainder of this paper begins with a comparison to related work (Section 2), followed by an overview of the approach used to create a corpus, perform change classification, and evaluate its performance (Section 3).",10.1109-tse.2007.70773,ieee transactions on software engineering,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
65312,57,"As before, additional information could be used to achieve such estimations, but this is beyond the scope of this paper.",10.1109-tse.2008.23,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA_V,M3-S11
66734,13,"In addition, to our knowledge, this is also the first time an effort estimation study has compared different data-driven and hybrid BN models and used more than one training/validation set to do so, extending the contribution of this paper beyond the scope of Web effort estimation.",10.1109-tse.2008.64,ieee transactions on software engineering,Occupying the niche,Explaining the significance or give reasons for personal interest in the current study,LETRA_V,M3-S10
67480,20,"For the sake of simplicity, we will refer to these human resources as developers.",10.1109-tse.2008.80,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
69572,8,"[18], PerfectDeveloper [19], SPARKADA’s Examiner [1], and Spec#’s Boogie [2]) adopt an assertion semantics which is unsound relative to the runtime interpretation of assertions—which we will refer to as the Runtime Assertion Checking (RAC) semantics.",10.1109-tse.2009.59,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
72996,42,How do we express “confidence” quantitatively?,10.1109-tse.2010.67,ieee transactions on software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA-SVM,M3-S08
73704,45,"For brevity, we will refer to this as the MGF paper.",10.1109-tse.2010.90,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
74508,8,We use the terms “repair” and “patch” interchangeably.,10.1109-tse.2011.104,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA-SVM,M3-S13
75229,15,This paper seeks to address this problem.,10.1109-tse.2011.18,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
75472,44,The features of these signatures are then passed to a machine learner.,10.1109-tse.2011.20,ieee transactions on software engineering,Occupying the niche,Describing the research design and the methods used,LETRA-SVM,M3-S09
75558,50,"Our hypothesis is that places in the source code corresponding to where a CCC applies share a similar structure, and that this information can be leveraged to maintain PCEs.",10.1109-tse.2011.21,ieee transactions on software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA_V,M3-S08
76000,10,The objective of this study is to investigate the effects of socio-technical congruence on high-coordination software development activities during a project.,10.1109-tse.2011.29,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
76958,12,"The aim of this paper is to clarify some issues related to the distribution of bugs in the Eclipse system, which is a software development platform for Java.",10.1109-tse.2011.54,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
76974,12,"In this paper, an overview of the existing literature is presented.",10.1109-tse.2011.55,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
77378,43,"The intuition is that with finer grained protection domains, the memory regions and data structures that faulty code has access to are reduced; thus less of the system can be corrupted when it is brought into an inconsistent state—which we will refer to as a failure.",10.1109-tse.2011.61,ieee transactions on software engineering,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA_V,M3-S13
78577,13,The objective of the study is to take a step forward in this direction by examining the joint impact of object-oriented software structure and programmer team strategies on software maintenance.,10.1109-tse.2011.88,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
79600,22,"Our hypothesis is that, as a result, faults will be revealed earlier because scenarios containing more relationships are more complex and more fault prone.",10.1109-tse.2012.26,ieee transactions on software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA_V,M3-S08
81242,2,and 2) what is the best way to reason about SE data?,10.1109-tse.2012.83,ieee transactions on software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA-SVM,M3-S08
81459,39,This leads to the central research question of this paper: “How can model checking of variability-intensive systems be accomplished efficiently?,10.1109-tse.2012.86,ieee transactions on software engineering,Occupying the niche,Setting out the research questions or hypotheses,LETRA_V,M3-S08
81516,33,Content may change prior to final publication.,10.1109-tse.2012.88,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA-SVM,M3-S11
81644,12,"Reference documentation also plays a crucial role in how developers learn and use an API, and developers can have high expectations about the information they should find therein [14],",10.1109-tse.2013.12,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
82556,1,"For many projects, developers are overwhelmed by the volume of incoming bug reports that must be addressed.",10.1109-tse.2013.27,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA-SVM,M1-S03
84940,21,Content may change prior to final publication.,10.1109-tse.2014.2312942,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA-SVM,M3-S11
86623,2,Software reliability has been an ongoing research field since 1970s.,10.1109-tse.2014.2354032,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA-SVM,M1-S01
86804,16,"We observed software developers during their daily work, examined their workplace context and interviewed them about their tool usage and appropriation practices.",10.1109-tse.2014.2354047,ieee transactions on software engineering,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
87168,72,The present approach excludes the generation of such mutants and thus avoids elimination.,10.1109-tse.2014.2360690,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA-SVM,M3-S11
88173,19,This paper seeks to help address this challenge by providing a comprehensive review and analysis of the existing literature of the test oracle problem.,10.1109-tse.2014.2372785,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
88182,28,The role of the present paper is to overcome this fragmentation in this important area of software testing by providing the first comprehensive analysis and review of work on the test oracle problem.,10.1109-tse.2014.2372785,ieee transactions on software engineering,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA-SVM,M3-S07
88576,18,There are several trends in application development that contribute to a on-going need for efficient software.,10.1109-tse.2015.2396514,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
88577,19,The size and complexity of software has increased at a similar or even greater rate than hardware,10.1109-tse.2015.2396514,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
88579,21,[2]. There are increasing numbers of mobile applications being created which must run on devices with limited resources.,10.1109-tse.2015.2396514,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
88580,22,Also many applications are delivered using cloud deployment models where running costs are directly impacted by software efficiency.,10.1109-tse.2015.2396514,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
88602,0,Security is nowadays an indispensable quality of IT-systems.,10.1109-tse.2015.2396526,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
88688,0,"CONCEPTUAL models play an important role in varioussystem-related management activities including requirements elicitation, domain analysis, software design as well as in documentation of databases, business processes, and software systems",10.1109-tse.2015.2396895,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA_V,M1-S01
88731,0,COMPUTERIZED systems are ubiquitous and affect allaspects of modern society.,10.1109-tse.2015.2398877,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
89055,0,"WHEN a developer edits source code, the sooner thedeveloper learns the changes’ effects on program analyses, the more helpful those analyses are.",10.1109-tse.2015.2417161,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA_V,M1-S01
89057,2,A few analysis tools already provide immediate feedback.,10.1109-tse.2015.2417161,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA_V,M1-S01
89129,0,CONTEXT-AWARE applications are gaining popularitywith proliferated uses of mobile and sensing devices.,10.1109-tse.2015.2418760,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
90059,54,"To the best of our knowledge, this is the first approach to provide such an in-depth solution to this problem.",10.1109-tse.2015.2448531,ieee transactions on software engineering,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA-SVM,M2-S06
90622,3,"In practice, even a few hundred lines of highly concurrent C/C++ code can pose severe challenges for testing and debugging.",10.1109-tse.2015.2467371,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA-SVM,M1-S03
91188,32,Content may change prior to final publication.,10.1109-tse.2015.2479232,ieee transactions on software engineering,Occupying the niche,Describing the limitations of the current study,LETRA-SVM,M3-S11
92730,0,Android smartphones are becoming increasingly popular.,10.1109-tse.2016.2547385,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA-SVM,M1-S02
93464,0,"Bugs appear during software development and maintenance, and bug fixing is a time-consuming and costly task.",10.1109-tse.2016.2576454,ieee transactions on software engineering,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA-SVM,M1-S03
